<PorterStemmer>
33.50181579589844
         51751046 function calls (51737076 primitive calls) in 33.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1625(__init__)
       33    0.000    0.000    0.000    0.000 dataclasses.py:416(_field_init)
        4    0.000    0.000    0.000    0.000 _common.py:385(memoize)
        1    0.000    0.000    0.000    0.000 core.py:2817(__new__)
        1    0.000    0.000    0.000    0.000 ibm5.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _kddcup99.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:425(<listcomp>)
        1    0.000    0.000    0.000    0.000 kdtree.py:189(KDTree)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       27    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
        1    0.000    0.000    0.000    0.000 downloader.py:1048(default_download_dir)
        1    0.000    0.000    0.000    0.000 opinion_lexicon.py:8(<module>)
       25    0.000    0.000    0.000    0.000 _regex_core.py:359(make_character)
        1    0.000    0.000    0.000    0.000 shiftreduce.py:9(<module>)
        1    0.000    0.000    0.000    0.000 metaestimators.py:19(_BaseComposition)
        3    0.000    0.000    0.000    0.000 __init__.py:299(loads)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1810(Helper)
      334    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 data.py:332(join)
       10    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
        1    0.000    0.000    0.000    0.000 chasen.py:9(<module>)
        1    0.000    0.000    0.000    0.000 simple.py:136(line_tokenize)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_1d)
       22    0.000    0.000    0.000    0.000 grammar.py:313(is_nonlexical)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 core.py:3123(view)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2268(any)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
      153    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:102(<lambda>)
      167    0.000    0.000    0.000    0.000 dataclasses.py:391(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 text.py:884(CountVectorizer)
       27    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        1    0.000    0.000    0.000    0.000 mio4.py:299(MatFile4Reader)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
        1    0.000    0.000    0.000    0.000 _huber.py:4(<module>)
        6    0.000    0.000    0.000    0.000 compat.py:38(py3_data)
        1    0.000    0.000    0.000    0.000 weka.py:8(<module>)
        7    0.000    0.000    0.000    0.000 porter.py:83(__init__)
        2    0.000    0.000    0.000    0.000 api.py:10(<module>)
        7    0.000    0.000    0.000    0.000 _common.py:417(memoize_when_activated)
        7    0.000    0.000    0.000    0.000 argparse.py:1809(_add_action)
      175    0.000    0.000    0.000    0.000 grammar.py:305(__len__)
        3    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
        2    0.000    0.000    0.000    0.000 data.py:302(__init__)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3055(_compile)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
       33    0.000    0.000    0.000    0.000 inspect.py:1746(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 feature.py:10(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipipan.py:25(IPIPANCorpusReader)
        1    0.000    0.000    0.000    0.000 counter.py:7(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:157(_doc)
        2    0.000    0.000    0.000    0.000 grammar.py:475(<setcomp>)
        1    0.000    0.000    0.000    0.000 ibm_model.py:8(<module>)
        1    0.000    0.000    0.000    0.000 miobase.py:325(MatFileReader)
        1    0.000    0.000    0.000    0.000 mio5.py:811(MatFile5Writer)
        1    0.000    0.000    0.000    0.000 ieer.py:9(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.000    0.000 simple.py:112(tokenize)
        5    0.000    0.000    0.000    0.000 platform.py:1105(python_implementation)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 _fortran.py:1(<module>)
       19    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
       15    0.000    0.000    0.000    0.000 _regex_core.py:1889(__init__)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 childes.py:9(<module>)
      304    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       29    0.000    0.000    0.000    0.000 _regex_core.py:3576(__init__)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 nps_chat.py:8(<module>)
      155    0.000    0.000    0.000    0.000 enum.py:768(value)
       18    0.000    0.000    0.000    0.000 platform.py:913(system)
        3    0.000    0.000    0.000    0.000 locale.py:352(_replace_encoding)
        1    0.000    0.000    0.000    0.000 _quantile.py:4(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       15    0.000    0.000    0.000    0.000 locale.py:595(setlocale)
      135    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 _threadsafety.py:1(<module>)
        7    0.000    0.000    0.000    0.000 argparse.py:1647(_add_action)
        3    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:967(getdecoder)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _samples_generator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classification.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:325(_get_funcs)
        8    0.000    0.000    0.000    0.000 posixpath.py:164(islink)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        3    0.000    0.000    0.000    0.000 os.py:714(setdefault)
      151    0.000    0.000    0.000    0.000 grammar.py:122(__eq__)
        1    0.000    0.000    0.000    0.000 ibm4.py:8(<module>)
        1    0.000    0.000    0.000    0.000 timit.py:11(<module>)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        6    0.000    0.000    0.000    0.000 ipipan.py:14(_parse_args)
        1    0.000    0.000    0.000    0.000 indian.py:9(<module>)
        1    0.000    0.000    0.000    0.000 plaintext.py:20(PlaintextCorpusReader)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1875(_parse_known_args)
        1    0.000    0.000    0.000    0.000 ibm2.py:8(<module>)
        1    0.000    0.000    0.000    0.000 mmio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _perceptron.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6457(__array_finalize__)
        1    0.000    0.000    0.000    0.000 case.py:309(TestCase)
        1    0.000    0.000    0.000    0.000 rte.py:8(<module>)
       33    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:326(close)
        1    0.000    0.000    0.000    0.000 nkjp.py:32(NKJPCorpusReader)
        1    0.000    0.000    0.000    0.000 recursivedescent.py:9(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        2    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
        8    0.000    0.000    0.000    0.000 nonlin.py:216(_set_doc)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:355(<listcomp>)
        1    0.000    0.000    0.000    0.000 stanford_segmenter.py:13(<module>)
        1    0.000    0.000    0.000    0.000 cmudict.py:8(<module>)
        1    0.000    0.000    0.000    0.000 naivebayes.py:8(<module>)
        1    0.000    0.000    0.000    0.000 linearlogic.py:74(Expression)
       52    0.000    0.000    0.000    0.000 _scorer.py:578(make_scorer)
       65    0.000    0.000    0.000    0.000 util.py:697(<lambda>)
       40    0.000    0.000    0.000    0.000 probability.py:2345(__init__)
       75    0.000    0.000    0.000    0.000 overrides.py:122(decorator)
        1    0.000    0.000    0.000    0.000 ppattach.py:9(<module>)
        8    0.000    0.000    0.000    0.000 weakref.py:365(__init__)
        1    0.000    0.000    0.000    0.000 _dict_vectorizer.py:26(DictVectorizer)
       23    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       34    0.000    0.000    0.000    0.000 _regex_core.py:3468(_flush_characters)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       12    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(__init__)
        1    0.000    0.000    0.000    0.000 image.py:1(<module>)
      7/4    0.000    0.000    0.000    0.000 _regex_core.py:2943(pack_characters)
        1    0.000    0.000    0.000    0.000 _binomtest.py:1(<module>)
       96    0.000    0.000    0.000    0.000 typing.py:733(__eq__)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
      178    0.000    0.000    0.000    0.000 typing.py:726(<genexpr>)
        9    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       12    0.000    0.000    0.000    0.000 _regex_core.py:524(parse_quantifier)
        1    0.000    0.000    0.000    0.000 logic.py:941(Expression)
        1    0.000    0.000    0.000    0.000 twitter.py:8(<module>)
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 nkjp.py:17(_parse_args)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:515(_scalar_type_key)
     19/5    0.000    0.000    0.000    0.000 _regex_core.py:3370(fix_groups)
        1    0.000    0.000    0.000    0.000 optimize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:139(_make_bound_method)
        1    0.000    0.000    0.000    0.000 _discretization.py:9(<module>)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3026(optimise)
        1    0.000    0.000    0.000    0.000 __init__.py:857(__init__)
        6    0.000    0.000    0.000    0.000 functools.py:839(register)
        1    0.000    0.000    0.000    0.000 categorized_sents.py:8(<module>)
       93    0.000    0.000    0.000    0.000 enum.py:414(<genexpr>)
        1    0.000    0.000    0.000    0.000 brill_trainer.py:10(<module>)
        1    0.000    0.000    0.000    0.000 repp.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:70(search_function)
        1    0.000    0.000    0.000    0.000 linearlogic.py:30(__init__)
        5    0.000    0.000    0.000    0.000 _regex_core.py:3437(get_firstset)
        1    0.000    0.000    0.000    0.000 wordlist.py:19(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.000    0.000 ibm1.py:14(<module>)
        1    0.000    0.000    0.000    0.000 sentiwordnet.py:8(<module>)
       25    0.000    0.000    0.000    0.000 grammar.py:435(__hash__)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pros_cons.py:8(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:276(RK45)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        3    0.000    0.000    0.000    0.000 functools.py:848(<lambda>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _regex_core.py:1812(make_sequence)
       11    0.000    0.000    0.000    0.000 _regex_core.py:2482(_compile)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.000    0.000 tnt.py:9(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        4    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
        1    0.000    0.000    0.000    0.000 numerictypes.py:442(_construct_lookups)
        3    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       52    0.000    0.000    0.000    0.000 grammar.py:237(is_terminal)
